"","...1","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"8249","chr2-241881162-241882600",0.530614207838186,-0.253038219118888,0.413,0.457,1
"8250","chr6-28980718-28982413",0.530688644027177,-0.35635580742255,0.197,0.252,1
"8251","chr3-101299667-101300637",0.530920099356139,-0.450858017558306,0.123,0.169,1
"8252","chr6-3517270-3518994",0.531028217798954,-0.516254827001366,0.079,0.113,1
"8253","chr4-169948198-169949080",0.531084014673685,-0.517753795067198,0.083,0.113,1
"8254","chr8-141388909-141389298",0.531272887312141,-0.297288887293071,0.236,0.276,1
"8255","chr10-79346621-79348300",0.531275797698779,-0.317797668308806,0.245,0.298,1
"8256","chr5-136132063-136133864",0.53145734375249,-0.328593130865003,0.343,0.418,1
"8257","chr5-113142081-113142915",0.531583109989719,-0.50317763712225,0.093,0.127,1
"8258","chr16-25111019-25112065",0.531621898025212,-0.446960853999896,0.28,0.348,1
"8259","chr1-61076645-61077480",0.531627999868305,-0.301692181395568,0.178,0.219,1
"8260","chr4-145938616-145939062",0.531800007164143,-0.303319669078325,0.101,0.117,1
"8261","chr14-90331314-90332278",0.531856092971688,-0.367915437678724,0.222,0.276,1
"8262","chr9-83816999-83818236",0.531894082006345,-0.274825731310366,0.257,0.307,1
"8263","chr14-54440480-54441636",0.531916270328524,-0.42050920727406,0.301,0.364,1
"8264","chr20-46013407-46014533",0.532055826573678,-0.492231246262935,0.194,0.245,1
"8265","chr21-44817223-44818566",0.532109361070206,-0.326720265956208,0.386,0.432,1
"8266","chr14-55191083-55192084",0.532195445377281,-0.322359975750543,0.211,0.252,1
"8267","chr5-180070988-180072332",0.532293488190744,-0.257792534345899,0.452,0.508,1
"8268","chr17-5438581-5439667",0.532297977303906,-0.315803709607905,0.295,0.355,1
"8269","chr17-31558533-31559743",0.532426933606109,-0.4734259540566,0.115,0.161,1
"8270","chr2-223956948-223957776",0.532461853274298,-0.273995712640423,0.191,0.222,1
"8271","chr3-194768630-194769696",0.532500211566479,-0.360554299319956,0.297,0.379,1
"8272","chr17-17476284-17477316",0.532602906540488,-0.325653642710601,0.205,0.25,1
"8273","chr16-69310642-69311942",0.532857239154825,-0.339957897531219,0.374,0.435,1
"8274","chr9-83622481-83623866",0.533165523254611,-0.460901397738264,0.203,0.254,1
"8275","chr4-165326807-165328001",0.53321114336345,-0.309447988314177,0.517,0.575,1
"8276","chr15-65325700-65326507",0.533223658035838,-0.316100081496507,0.093,0.114,1
"8277","chr12-120291074-120293521",0.533302787877375,-0.318506853528796,0.443,0.502,1
"8278","chr16-57756740-57757687",0.533305138493269,-0.284951758920451,0.108,0.131,1
"8279","chr19-50693405-50696108",0.533454612711916,-0.296399738553768,0.309,0.354,1
"8280","chr19-7515183-7516891",0.533519790372726,-0.269607214434988,0.137,0.163,1
"8281","chr8-63167873-63169187",0.533523969924084,-0.412981538011082,0.369,0.446,1
"8282","chr3-50350339-50351278",0.533647281611435,-0.281467518072933,0.274,0.309,1
"8283","chr8-22088566-22090075",0.53392360483237,-0.465617070677135,0.214,0.291,1
"8284","chr22-30425399-30425909",0.53392583944093,-0.380885503566566,0.087,0.105,1
"8285","chr2-177392186-177393258",0.533979883182959,-0.318007671183111,0.138,0.165,1
"8286","chr10-28531953-28534154",0.534028238742854,-0.332563795264129,0.5,0.572,1
"8287","chr14-70600179-70601146",0.534194672458477,-0.45658666046777,0.165,0.202,1
"8288","chr3-150545479-150547116",0.534196017431027,-0.281500676187556,0.481,0.53,1
"8289","chr3-196739582-196740803",0.534201430391967,-0.452437953264443,0.238,0.311,1
"8290","chr7-6576549-6577800",0.534487024800229,-0.501567901486072,0.194,0.245,1
"8291","chr19-45952273-45953237",0.534490955726903,-0.538944418171884,0.107,0.141,1
"8292","chr12-118060252-118062532",0.53455954084583,-0.491915737086837,0.192,0.265,1
"8293","chr16-3111911-3112946",0.534699031278264,-0.271588912556382,0.125,0.144,1
"8294","chr17-39636536-39637645",0.534706165100305,-0.481510163540099,0.211,0.275,1
"8295","chr2-96305045-96306123",0.534743712757018,-0.326827978720434,0.181,0.211,1
"8296","chr16-84951951-84953275",0.534744976162529,-0.334558210121276,0.139,0.169,1
"8297","chr20-47383669-47384381",0.534859023931363,-0.496857034384589,0.076,0.108,1
"8298","chr9-36765215-36766420",0.53500636379438,-0.39385598048697,0.283,0.342,1
"8299","chr5-168578735-168580045",0.535041316756353,-0.321627655282612,0.494,0.595,1
"8300","chr9-36190030-36191263",0.535098213856216,-0.263390588618227,0.341,0.401,1
"8301","chr19-10601892-10603294",0.535121921659756,-0.48964589474873,0.245,0.311,1
"8302","chr8-53692617-53693447",0.535295039505506,-0.285768022736898,0.086,0.102,1
"8303","chr16-1958928-1960143",0.53541746441438,-0.27227181261856,0.263,0.307,1
"8304","chr9-105557499-105558573",0.535718282777165,-0.438436838892852,0.157,0.198,1
"8305","chr7-150383548-150384299",0.535776067586918,-0.270294086562076,0.19,0.226,1
"8306","chr6-26183084-26184166",0.53578960011877,-0.561894153019816,0.1,0.141,1
"8307","chr19-20051654-20052724",0.535915760547551,-0.312409147950218,0.3,0.363,1
"8308","chr19-44926565-44927425",0.536234436890604,-0.475896811763502,0.101,0.141,1
"8309","chr11-63985780-63986938",0.536342073915953,-0.328749947860366,0.241,0.281,1
"8310","chr1-84571585-84571874",0.53643391352348,-0.603706237717894,0.073,0.112,1
"8311","chr7-4882438-4884092",0.536572611872015,-0.32564754377352,0.392,0.453,1
"8312","chr11-47564918-47566143",0.536631296026044,-0.436337601069589,0.167,0.224,1
"8313","chr2-240567654-240569221",0.536691591486454,-0.424301209061136,0.247,0.311,1
"8314","chr12-49213737-49215484",0.536719033223624,-0.512093643451885,0.098,0.131,1
"8315","chr2-199850437-199852202",0.536745195375399,-0.484200396088375,0.2,0.257,1
"8316","chr11-72721573-72722751",0.536840734486924,-0.47676567259195,0.157,0.211,1
"8317","chr1-109508737-109510437",0.537005698661052,-0.521215967085618,0.142,0.182,1
"8318","chr13-44575749-44578204",0.537119386780757,-0.318234390373991,0.569,0.664,1
"8319","chr2-43100463-43101647",0.537142925879604,-0.341755604598111,0.122,0.148,1
"8320","chr1-41371733-41372603",0.537198823682971,-0.355046697585097,0.116,0.127,1
"8321","chr22-29882497-29883933",0.537198825549999,-0.338206558216484,0.359,0.425,1
"8322","chr1-198156662-198157823",0.537242536302356,-0.310482310441881,0.274,0.326,1
"8323","chr1-84573562-84574733",0.537352791120788,-0.273006404282266,0.3,0.327,1
"8324","chr15-73683596-73685383",0.537434682841371,-0.331068999138736,0.3,0.344,1
"8325","chr14-28784704-28785986",0.537625929047378,-0.377040789489791,0.088,0.11,1
"8326","chr6-26520427-26521352",0.537691080433914,-0.296997933237647,0.342,0.399,1
"8327","chr6-43575279-43576482",0.537719064991255,-0.282935350135767,0.303,0.345,1
"8328","chr11-45146112-45147690",0.537776616159064,-0.34156028984155,0.377,0.441,1
"8329","chr22-27918428-27920081",0.537840616178786,-0.312613239788268,0.429,0.495,1
"8330","chr1-27662741-27663520",0.537883235459222,-0.306345704448544,0.088,0.102,1
"8331","chrX-68432679-68434108",0.537892483128121,-0.548165822273814,0.08,0.117,1
"8332","chr4-83010219-83011012",0.537922716711775,-0.348288785695146,0.137,0.171,1
"8333","chr11-134359963-134360610",0.537931484715635,-0.311057092645216,0.089,0.11,1
"8334","chr22-42269417-42270913",0.53793365355001,-0.282988082548821,0.25,0.311,1
"8335","chr16-1413669-1415174",0.537937849828062,-0.305835086854372,0.231,0.281,1
"8336","chr15-43791579-43792893",0.538059876201937,-0.383765755627363,0.451,0.537,1
"8337","chr19-39479543-39481198",0.538117557464694,-0.30536390118047,0.285,0.332,1
"8338","chr5-122076645-122078610",0.538257564000973,-0.486469211669608,0.091,0.115,1
"8339","chr4-1870188-1872734",0.538343643438843,-0.374894666041926,0.622,0.717,1
"8340","chr7-56033648-56034694",0.53851706760954,-0.304271735074442,0.086,0.106,1
"8341","chr22-26512031-26512848",0.538524588520549,-0.272874577434276,0.145,0.162,1
"8342","chr3-49165316-49166539",0.538562310484887,-0.257257938340162,0.162,0.188,1
"8343","chr3-93973006-93974170",0.538644053282574,-0.435567125995515,0.154,0.201,1
"8344","chrX-135343543-135345468",0.538775584785591,-0.263917229577032,0.234,0.272,1
"8345","chr7-91263494-91265846",0.538797015793542,-0.316305519164329,0.416,0.493,1
"8346","chr10-75110935-75112306",0.538957648192079,-0.334534241136555,0.325,0.381,1
"8347","chr1-155687842-155689208",0.538958800348977,-0.415379024288977,0.328,0.406,1
"8348","chr6-30060455-30061979",0.538978845545793,-0.311694267285381,0.248,0.296,1
"8349","chr2-86622487-86624083",0.53904654050662,-0.340764411018295,0.312,0.368,1
"8350","chr14-49766633-49769030",0.539066443643125,-0.421032638019681,0.388,0.464,1
"8351","chr9-89318051-89319113",0.539228959821964,-0.345943235868503,0.236,0.284,1
"8352","chr1-35268266-35269390",0.5393001501708,-0.319472847341464,0.286,0.34,1
"8353","chr1-161131645-161133282",0.539345924302837,-0.322841563282835,0.412,0.476,1
"8354","chr10-103966545-103968048",0.539391004806994,-0.457091040352472,0.34,0.438,1
"8355","chr5-135211189-135211797",0.539411773309227,-0.578065554328717,0.073,0.1,1
"8356","chr3-68880337-68880974",0.539629045815675,-0.382940392023022,0.097,0.125,1
"8357","chrX-1453914-1454479",0.53968093283447,-0.476833163674877,0.139,0.193,1
"8358","chr18-3665689-3666597",0.539798850532871,-0.523009798951613,0.086,0.117,1
"8359","chr7-40133943-40135413",0.539856134317677,-0.311170462587876,0.304,0.357,1
"8360","chr5-1520978-1521363",0.539998264741147,-0.307988844269429,0.125,0.157,1
"8361","chr5-115601635-115602978",0.54000458598335,-0.53606744879631,0.079,0.115,1
"8362","chr15-101172095-101173271",0.54008426664849,-0.338034127171389,0.102,0.131,1
"8363","chr12-28189862-28191203",0.540095789831171,-0.274600697099099,0.234,0.268,1
"8364","chr6-44256473-44257953",0.54017259151527,-0.418544243573319,0.289,0.353,1
"8365","chr17-7989793-7990516",0.540199043253546,-0.298818570804658,0.165,0.195,1
"8366","chr10-132395446-132397521",0.540343660896186,-0.333945100256639,0.336,0.415,1
"8367","chr1-181142002-181142795",0.540487532485331,-0.315745670441621,0.085,0.101,1
"8368","chr20-16572935-16573684",0.540509762188637,-0.345403573240668,0.235,0.285,1
"8369","chr14-94128830-94130354",0.540691241462144,-0.292687642484358,0.222,0.261,1
"8370","chr13-26556953-26558537",0.540738020605606,-0.289136903527169,0.521,0.59,1
"8371","chr11-45846721-45848162",0.540753005193777,-0.356332328183144,0.469,0.545,1
"8372","chr6-116680497-116682009",0.540791692147092,-0.445883514805804,0.283,0.359,1
"8373","chr11-66277596-66279020",0.541051737822656,-0.318466293354188,0.122,0.148,1
"8374","chr7-35253304-35254517",0.54108401037595,-0.566245484549097,0.117,0.147,1
"8375","chr14-100237953-100239246",0.541171894935887,-0.283498206628793,0.482,0.543,1
"8376","chr7-1611413-1612572",0.54117593672317,-0.400216882991456,0.211,0.259,1
"8377","chr1-203304953-203307297",0.541234660014496,-0.31447500673224,0.38,0.466,1
"8378","chr21-44792762-44793643",0.541533265661092,-0.583513841437378,0.084,0.122,1
"8379","chr3-64190564-64191316",0.54155749202352,-0.546586426299149,0.083,0.121,1
"8380","chr11-73242092-73242946",0.541670549976578,-0.319943070400317,0.093,0.115,1
"8381","chr3-66037294-66039825",0.541755830766533,-0.326182793186106,0.484,0.541,1
"8382","chrX-24464515-24465784",0.541849345202633,-0.413309332216062,0.326,0.376,1
"8383","chr17-50149468-50150491",0.541879695452837,-0.540094336850136,0.101,0.143,1
"8384","chr3-48716530-48717599",0.541977185225524,-0.279317142564657,0.355,0.397,1
"8385","chr2-74553031-74555488",0.542125659249317,-0.375012153444039,0.256,0.309,1
"8386","chr1-11099224-11100238",0.542126816672404,-0.332198628230277,0.227,0.266,1
"8387","chr1-16351555-16352928",0.542541782215153,-0.329031647391414,0.339,0.398,1
"8388","chr2-73828307-73829415",0.542733514529867,-0.449442692522677,0.187,0.232,1
"8389","chr1-99849353-99850693",0.54273588685811,-0.323656628607643,0.261,0.307,1
"8390","chr5-43514521-43515768",0.542754035214072,-0.333622303057372,0.169,0.208,1
"8391","chr15-23686469-23687518",0.542785211870982,-0.288412076116931,0.11,0.128,1
"8392","chrX-102711800-102713652",0.542876399526038,-0.384930420145988,0.14,0.178,1
"8393","chr3-64267552-64268594",0.542931235066205,-0.481294458100006,0.165,0.23,1
"8394","chr5-135190820-135191731",0.543034692255848,-0.339745124938972,0.17,0.202,1
"8395","chr16-3443023-3444352",0.5431769518045,-0.457358797044534,0.125,0.163,1
"8396","chr5-35617351-35618399",0.543191931919326,-0.292810139453172,0.146,0.175,1
"8397","chr12-49017882-49019169",0.543264980166865,-0.314484350648506,0.249,0.305,1
"8398","chr1-155033380-155034362",0.543271741555716,-0.478652782178309,0.075,0.106,1
"8399","chr4-574979-578029",0.543392434379841,-0.561532887300471,0.088,0.131,1
"8400","chr2-27085511-27087352",0.543399177483339,-0.402577116746135,0.474,0.569,1
"8401","chr3-127696053-127698255",0.543437163889518,-0.525898517810546,0.224,0.306,1
"8402","chr3-195914485-195915444",0.543513863525071,-0.372949004681525,0.108,0.143,1
"8403","chr3-49469156-49470905",0.54377238832,-0.309877913019799,0.548,0.621,1
"8404","chr16-81095522-81096780",0.544253749892426,-0.364864892117363,0.433,0.529,1
"8405","chr17-44947141-44948336",0.54436157621325,-0.275119921367685,0.172,0.2,1
"8406","chr15-73051342-73053412",0.544410261055833,-0.33605787845204,0.563,0.634,1
"8407","chr8-28700756-28702457",0.544480966929684,-0.422862516901861,0.374,0.442,1
"8408","chr2-27662976-27664209",0.544516176811784,-0.389959656099116,0.131,0.167,1
"8409","chr12-94101173-94102598",0.544557752362726,-0.575970447046926,0.125,0.185,1
"8410","chr1-155135045-155136500",0.54466264073924,-0.330963794915827,0.316,0.384,1
"8411","chr2-11744004-11744430",0.544714873350631,-0.401422325165146,0.083,0.112,1
"8412","chr10-100912099-100913542",0.544891271058182,-0.275293423100441,0.451,0.518,1
"8413","chr17-76710806-76711576",0.544924865122716,-0.315702813265348,0.287,0.332,1
"8414","chr2-127857418-127858439",0.544982952926409,-0.434008655446367,0.22,0.281,1
"8415","chr1-41329597-41331474",0.545053864242482,-0.280729863258863,0.249,0.283,1
"8416","chr19-51393624-51394669",0.545063354254625,-0.305941916488439,0.256,0.307,1
"8417","chr7-73742589-73743671",0.545167776145999,-0.498421356448294,0.137,0.169,1
"8418","chr12-109097495-109098688",0.545218365229736,-0.306132394673079,0.33,0.407,1
"8419","chr1-207823497-207824339",0.545366463008116,-0.298194045995915,0.168,0.201,1
"8420","chr21-45554492-45556406",0.54537556374753,-0.313981540459568,0.291,0.331,1
"8421","chr3-53044706-53046850",0.545456960604602,-0.405779852026314,0.399,0.493,1
"8422","chr7-1579210-1579876",0.545503564808578,-0.435994814561439,0.105,0.15,1
"8423","chr12-124206509-124207546",0.545508769742839,-0.545672141156464,0.074,0.108,1
"8424","chr10-59361780-59363814",0.545526492622838,-0.279185829667631,0.162,0.185,1
"8425","chr15-58748738-58750241",0.545551773126345,-0.289432058647381,0.508,0.563,1
"8426","chr11-72641981-72643335",0.545723485204782,-0.302174453009724,0.132,0.16,1
"8427","chrX-47523204-47524068",0.54573691991333,-0.270653696478654,0.124,0.144,1
"8428","chr19-11293448-11294191",0.545740851152066,-0.316100081496507,0.094,0.114,1
"8429","chr2-96960048-96960918",0.545838382584445,-0.373200388753663,0.094,0.121,1
"8430","chr14-78566017-78566923",0.545865239027889,-0.486887531194439,0.118,0.162,1
"8431","chr14-96362633-96364480",0.545914039439264,-0.3310583609508,0.44,0.493,1
"8432","chr2-177263311-177265482",0.545948269370868,-0.429569826482491,0.472,0.567,1
"8433","chr8-22044121-22045359",0.545976993500757,-0.539630809652755,0.073,0.104,1
"8434","chr13-106917342-106918338",0.546016370883023,-0.333408937706882,0.105,0.123,1
"8435","chr22-42443679-42444944",0.546027996345299,-0.548695988764948,0.097,0.137,1
"8436","chr14-58199365-58200652",0.546273026896034,-0.293091154208135,0.283,0.34,1
"8437","chr2-215961586-215962739",0.546292476842174,-0.28106682091058,0.167,0.189,1
"8438","chr19-4768581-4769851",0.546294711360351,-0.466415255247528,0.148,0.198,1
"8439","chr17-28743050-28746002",0.546379537192642,-0.478219834417127,0.345,0.424,1
"8440","chr17-81101540-81102088",0.546684355248942,-0.252296835356195,0.162,0.192,1
"8441","chr1-45204990-45206989",0.546885343108811,-0.302584766685626,0.374,0.449,1
"8442","chr14-55411188-55413078",0.546896471068949,-0.394670788322887,0.207,0.274,1
"8443","chr5-141691888-141692561",0.547115721325714,-0.504256849357319,0.081,0.112,1
"8444","chr16-10385718-10386478",0.547586907090241,-0.322655546309966,0.166,0.196,1
"8445","chr17-58755342-58757413",0.547718865103866,-0.53045622646836,0.219,0.287,1
"8446","chr9-27644791-27645845",0.547928779611272,-0.410561072767709,0.2,0.245,1
"8447","chr5-177496532-177497923",0.54796551130104,-0.298008800366112,0.453,0.533,1
"8448","chr1-109075507-109076338",0.548217939098539,-0.290493042165773,0.185,0.217,1
"8449","chr5-180786672-180788202",0.548233524817284,-0.471198109303131,0.093,0.126,1
"8450","chr17-7314715-7315714",0.548296321896627,-0.323859479836428,0.174,0.215,1
"8451","chr13-99979109-99982369",0.548352685597102,-0.346649760046176,0.58,0.676,1
"8452","chr20-33666329-33668212",0.548397005359894,-0.324796602436227,0.142,0.17,1
"8453","chr7-100176869-100177964",0.548472969607792,-0.317642761297039,0.361,0.431,1
"8454","chr4-68348987-68350387",0.548476372246717,-0.281723583380001,0.319,0.38,1
"8455","chr1-147928122-147928783",0.548521551616397,-0.252962162977478,0.171,0.2,1
"8456","chr12-121917922-121918913",0.548563056522706,-0.49682277870706,0.079,0.114,1
"8457","chr19-39030945-39032703",0.548676131077586,-0.338116821242317,0.209,0.263,1
"8458","chr3-52454854-52456942",0.548680580844896,-0.302780272197743,0.383,0.444,1
"8459","chr20-34215540-34216417",0.548705040632617,-0.348887181941773,0.139,0.167,1
"8460","chr1-53145648-53146776",0.548877178019718,-0.452646269887557,0.155,0.197,1
"8461","chr20-57718381-57719074",0.548955082540219,-0.268642809894536,0.296,0.368,1
"8462","chr20-44531229-44532182",0.549039753055143,-0.314713396252419,0.146,0.173,1
"8463","chr12-64403750-64405229",0.549169054778218,-0.316618938262812,0.414,0.472,1
"8464","chr10-101213464-101214066",0.549435950521113,-0.535265270477091,0.071,0.1,1
"8465","chr10-102399091-102400020",0.54955409531696,-0.380727631468742,0.205,0.261,1
"8466","chr20-38961619-38962849",0.549609213261484,-0.282478843538752,0.4,0.453,1
"8467","chr8-10545252-10546240",0.549613075027983,-0.288586038231053,0.263,0.32,1
"8468","chr20-23349492-23351294",0.549615500469749,-0.302692915778626,0.408,0.472,1
"8469","chr7-100478120-100479623",0.549777107888102,-0.462228844060057,0.18,0.233,1
"8470","chr1-91021043-91022459",0.549945362607921,-0.338237064752599,0.337,0.405,1
"8471","chr11-16737671-16739027",0.550041296379432,-0.356025029904649,0.341,0.411,1
"8472","chr19-47506291-47508256",0.550355457339273,-0.359464696739614,0.207,0.263,1
"8473","chr6-158703870-158704734",0.550773050522346,-0.304097224801642,0.111,0.144,1
"8474","chr11-73649059-73649475",0.550798488612986,-0.507835122232913,0.071,0.104,1
"8475","chr19-17334155-17335115",0.550811805387042,-0.387077096720117,0.31,0.409,1
"8476","chr2-11746158-11747169",0.551058944556102,-0.312155177777229,0.31,0.361,1
"8477","chr22-41403663-41404312",0.551174534549678,-0.309951855594304,0.179,0.215,1
"8478","chr9-2716939-2718801",0.551356743407031,-0.290288204288749,0.369,0.399,1
"8479","chr3-180911996-180913234",0.551406848446135,-0.347005417139417,0.193,0.245,1
"8480","chrX-108439377-108440546",0.551457274525376,-0.371150308350954,0.119,0.147,1
"8481","chr15-80071920-80072682",0.551473738841524,-0.428626451360028,0.133,0.179,1
"8482","chr9-131124738-131125907",0.551524839529897,-0.285708444825751,0.381,0.425,1
"8483","chr9-136132747-136133887",0.551536712188532,-0.473252627253606,0.148,0.195,1
"8484","chr17-73644586-73645584",0.551683647184363,-0.486729850126873,0.225,0.309,1
"8485","chr4-10115448-10117356",0.55176512079614,-0.30299414994614,0.396,0.458,1
"8486","chr9-129458747-129459607",0.551833126596204,-0.267452788567043,0.081,0.1,1
"8487","chr20-62366438-62369448",0.552006536094903,-0.442941461982104,0.422,0.514,1
"8488","chr2-85418054-85419186",0.552007692577115,-0.426092116985891,0.229,0.296,1
"8489","chr19-3626216-3627301",0.55203115443864,-0.294450355896941,0.423,0.481,1
"8490","chr7-71389597-71390423",0.552035394497586,-0.531496990617016,0.087,0.125,1
"8491","chr1-110034162-110035406",0.552129761907198,-0.321629427587758,0.276,0.345,1
"8492","chr17-39573329-39574293",0.55226471909974,-0.526973062202061,0.08,0.104,1
"8493","chr3-128051416-128052764",0.552277038961342,-0.296033940255084,0.362,0.415,1
"8494","chr16-66895028-66895726",0.552288268660617,-0.392349291958796,0.105,0.134,1
"8495","chr15-40382340-40383431",0.552298295831441,-0.365744925046573,0.176,0.195,1
"8496","chr6-125789640-125791438",0.552323496278594,-0.289611815422348,0.317,0.359,1
"8497","chr12-6759464-6760031",0.552325590082066,-0.526973062202061,0.081,0.117,1
"8498","chr7-156948885-156950302",0.552461752721629,-0.435047737393112,0.207,0.256,1
"8499","chr2-175167158-175168740",0.552506813200202,-0.281980809422571,0.561,0.639,1
"8500","chr19-15288409-15289015",0.552578114892738,-0.446190754898167,0.082,0.118,1
"8501","chrX-153927379-153928720",0.552592029436072,-0.2718791318712,0.341,0.392,1
"8502","chr10-679618-680631",0.552622092125674,-0.29285748672821,0.101,0.122,1
"8503","chr9-137045238-137046827",0.552624752602004,-0.405581344061982,0.247,0.297,1
"8504","chr3-119240046-119241135",0.552633641270394,-0.349884121052801,0.109,0.137,1
"8505","chr2-169693974-169694888",0.552691979211942,-0.303484883030406,0.266,0.309,1
"8506","chr16-71229974-71230927",0.552774801065669,-0.289215103054869,0.104,0.128,1
"8507","chr17-29148391-29149254",0.552955174212709,-0.283510023871307,0.246,0.293,1
"8508","chr5-131164341-131165518",0.553404690785555,-0.341877114275966,0.307,0.375,1
"8509","chrX-40153454-40155945",0.5534583407381,-0.329996212950479,0.31,0.353,1
"8510","chr3-57227118-57228681",0.553461292012488,-0.401222314320701,0.378,0.463,1
"8511","chr4-151324297-151325805",0.553551153183857,-0.303091483082873,0.212,0.257,1
"8512","chr1-155062312-155064314",0.553607101197502,-0.527018033969776,0.138,0.184,1
"8513","chr19-18097188-18098286",0.553613600484059,-0.482834420126212,0.167,0.213,1
"8514","chr19-39833081-39834480",0.553688190088647,-0.301269661738162,0.507,0.595,1
"8515","chr14-76352309-76353442",0.553733104763796,-0.29476538493634,0.1,0.113,1
"8516","chr2-201642194-201643681",0.553771762527798,-0.308056495635058,0.264,0.313,1
"8517","chr1-160251488-160252246",0.553792843275672,-0.26518575341068,0.095,0.104,1
"8518","chr12-132153414-132154570",0.553905819489903,-0.273562147439673,0.086,0.104,1
"8519","chr14-75002143-75003255",0.55391111950269,-0.25851487917896,0.316,0.359,1
"8520","chr17-16380191-16381423",0.553911148358044,-0.392731580586395,0.3,0.37,1
"8521","chr3-40476579-40477564",0.553914602260105,-0.276532468691617,0.094,0.118,1
"8522","chr5-171418507-171420271",0.553971414451625,-0.344379156618732,0.11,0.137,1
"8523","chr6-26156137-26156828",0.554001442496179,-0.320855751589675,0.233,0.268,1
"8524","chr8-123240573-123241554",0.554091235470111,-0.399181964987057,0.146,0.189,1
"8525","chr7-140639710-140641429",0.554099600322133,-0.434727055442369,0.328,0.415,1
"8526","chr12-125049100-125050048",0.554120392685704,-0.344732150309309,0.267,0.315,1
"8527","chr11-65779637-65781545",0.554148753851729,-0.4434638918884,0.305,0.381,1
"8528","chr11-111870628-111871774",0.554197803093909,-0.393813809914079,0.155,0.195,1
"8529","chr22-23750602-23751877",0.554463126668053,-0.317436552791384,0.316,0.37,1
"8530","chr7-66844088-66845349",0.5545275514127,-0.329113251171328,0.383,0.453,1
"8531","chr11-30381570-30382301",0.55459127516707,-0.470730339227511,0.121,0.169,1
"8532","chr17-28356786-28357828",0.554633082141664,-0.281951604929587,0.339,0.376,1
"8533","chr9-127937258-127938337",0.554677690128497,-0.321492759392021,0.113,0.143,1
"8534","chr9-95025146-95026123",0.554831732721982,-0.530611732145632,0.11,0.158,1
"8535","chr3-184174276-184175408",0.554866256610885,-0.400158366562809,0.391,0.476,1
"8536","chr17-46224779-46225641",0.554913148811703,-0.500655862549024,0.109,0.149,1
"8537","chr11-66346861-66348305",0.555000946508685,-0.313270572758856,0.413,0.468,1
"8538","chr8-103880026-103880701",0.55507037289631,-0.277673413815949,0.096,0.115,1
"8539","chr7-102464043-102465632",0.555076290129992,-0.308748841836596,0.303,0.322,1
"8540","chr10-15167747-15169281",0.55510488072546,-0.335507573296255,0.614,0.676,1
"8541","chr19-3692406-3693712",0.555145600637579,-0.298330726980889,0.32,0.38,1
"8542","chr19-41376261-41377250",0.555339764854838,-0.486892925718386,0.089,0.117,1
"8543","chr5-75610870-75612065",0.555353684772705,-0.285450944373485,0.12,0.135,1
"8544","chr17-82030157-82032219",0.55540360044481,-0.367724240563014,0.264,0.322,1
"8545","chr15-64162481-64163547",0.55544563562212,-0.282679545632462,0.439,0.49,1
"8546","chr4-48269055-48270385",0.555484321372495,-0.468502747581769,0.235,0.315,1
"8547","chr22-39496203-39496829",0.555576409202159,-0.517926382256209,0.088,0.117,1
"8548","chr20-20712000-20713162",0.555579207738293,-0.330587927185588,0.323,0.392,1
"8549","chr3-195542406-195543946",0.555773012129446,-0.318312944060427,0.384,0.457,1
"8550","chr14-94080473-94081465",0.555913596170277,-0.295093431521706,0.22,0.256,1
"8551","chr15-84600288-84601387",0.556056094837071,-0.346801549663989,0.21,0.258,1
"8552","chr3-128075163-128076304",0.556094737652378,-0.332188999063416,0.123,0.152,1
"8553","chr1-25799527-25800851",0.556459254560481,-0.310690139351231,0.186,0.24,1
"8554","chr18-23994296-23994911",0.556531194146424,-0.289490121454809,0.088,0.109,1
"8555","chr10-125895279-125896907",0.556583604842815,-0.381111309013914,0.208,0.263,1
"8556","chrX-47144010-47145771",0.556645734103791,-0.331973464121912,0.285,0.326,1
"8557","chr19-1904589-1905868",0.556732168976142,-0.289382805896054,0.454,0.508,1
"8558","chr1-144551140-144552432",0.556762970678145,-0.442821451797198,0.263,0.342,1
"8559","chr16-69186572-69188422",0.556843573048851,-0.271195565222503,0.292,0.332,1
"8560","chr9-78235389-78236829",0.556997134626021,-0.301206014936092,0.237,0.266,1
"8561","chr19-1027725-1028908",0.557014080190337,-0.455013832338503,0.179,0.223,1
"8562","chr1-26161254-26162158",0.557274296820773,-0.338880594254766,0.119,0.141,1
"8563","chr14-92121001-92122697",0.557288175195807,-0.391464011594313,0.284,0.344,1
"8564","chr19-5977452-5978541",0.557388266884574,-0.271904141931407,0.479,0.538,1
"8565","chr1-27574839-27576201",0.557479129064046,-0.499149126914366,0.128,0.169,1
"8566","chr7-16753310-16754500",0.557585621566955,-0.330142338799868,0.153,0.185,1
"8567","chr21-45292182-45292988",0.55788139027046,-0.462888029827596,0.122,0.165,1
"8568","chr19-45038385-45039590",0.558129748323822,-0.48820722549328,0.175,0.23,1
"8569","chr6-5995656-5997645",0.558352579210696,-0.51121018128079,0.108,0.141,1
"8570","chr6-44080246-44081187",0.558409340693584,-0.445631986373164,0.172,0.222,1
"8571","chr9-127802153-127803696",0.558544839914581,-0.291727357429875,0.35,0.405,1
"8572","chr17-75876751-75878793",0.558547197735125,-0.51834254130933,0.117,0.161,1
